Company,Customer ID,Cliente,Pagador,Loan ID,Payment Date,TPV,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value,interest_burden
Abaco Technologies,CLIAB001422,"EMPRESA EJEMPLO 423, S.A. DE C.V.","PAGADOR EJEMPLO 423, S.A. DE C.V.",DSB3974-691,2025-11-09,73916.99,81308.69,USD,73916.99,7391.7,2439.26,,813.09,,0,0.09090910208982583
Abaco Technologies,CLIAB001423,"EMPRESA EJEMPLO 424, S.A. DE C.V.","PAGADOR EJEMPLO 424, S.A. DE C.V.",DSB7092-450,2025-06-08,2524.09,2776.5,USD,2524.09,252.41,83.29,,27.76,,0,0.09090941833243282
Abaco Financial,CLIAB001424,"EMPRESA EJEMPLO 425, S.A. DE C.V.","PAGADOR EJEMPLO 425, S.A. DE C.V.",DSB1664-472,2025-09-18,19665.52,21632.07,USD,19665.52,1966.55,648.96,,216.32,,0,0.09090900685879799
Abaco Financial,CLIAB001425,"EMPRESA EJEMPLO 426, S.A. DE C.V.","PAGADOR EJEMPLO 426, S.A. DE C.V.",DSB9404-963,2025-11-04,75090.05,82599.06,USD,75090.05,7509.01,2477.97,,825.99,,0,0.09090914593943311
Abaco Technologies,CLIAB001426,"EMPRESA EJEMPLO 427, S.A. DE C.V.","PAGADOR EJEMPLO 427, S.A. DE C.V.",DSB8839-817,2025-04-29,59355.94,65291.53,USD,59355.94,5935.59,1958.75,,652.92,,0,0.09090903521482796
Abaco Technologies,CLIAB001427,"EMPRESA EJEMPLO 428, S.A. DE C.V.","PAGADOR EJEMPLO 428, S.A. DE C.V.",DSB5644-698,2025-02-05,87869.53,96656.48,USD,87869.53,8786.95,2899.69,,966.56,,0,0.09090906269295129
Abaco Technologies,CLIAB001428,"EMPRESA EJEMPLO 429, S.A. DE C.V.","PAGADOR EJEMPLO 429, S.A. DE C.V.",DSB7119-949,2025-06-13,7190.1,7909.11,USD,7190.1,719.01,237.27,,79.09,,0,0.09090909090909083
Abaco Technologies,CLIAB001429,"EMPRESA EJEMPLO 430, S.A. DE C.V.","PAGADOR EJEMPLO 430, S.A. DE C.V.",DSB2983-843,2026-02-25,84010.69,92411.76,USD,84010.69,8401.07,2772.35,,924.12,,0,0.09090910074648495
Abaco Financial,CLIAB001430,"EMPRESA EJEMPLO 431, S.A. DE C.V.","PAGADOR EJEMPLO 431, S.A. DE C.V.",DSB4689-083,2025-01-06,26082.36,28690.6,USD,26082.36,2608.24,860.72,,286.91,,0,0.09090921765316862
Abaco Technologies,CLIAB001431,"EMPRESA EJEMPLO 432, S.A. DE C.V.","PAGADOR EJEMPLO 432, S.A. DE C.V.",DSB2049-315,2025-06-29,34027.07,37429.78,USD,34027.07,3402.71,1122.89,,374.3,,0,0.09090916377280334
Abaco Financial,CLIAB001432,"EMPRESA EJEMPLO 433, S.A. DE C.V.","PAGADOR EJEMPLO 433, S.A. DE C.V.",DSB3749-835,2025-08-01,87498.57,96248.43,USD,87498.57,8749.86,2887.45,,962.48,,0,0.09090911924485401
Abaco Financial,CLIAB001433,"EMPRESA EJEMPLO 434, S.A. DE C.V.","PAGADOR EJEMPLO 434, S.A. DE C.V.",DSB1464-220,2024-11-10,42519.57,46771.53,USD,42519.57,4251.96,1403.15,,467.72,,0,0.09090914921962145
Abaco Financial,CLIAB001434,"EMPRESA EJEMPLO 435, S.A. DE C.V.","PAGADOR EJEMPLO 435, S.A. DE C.V.",DSB8393-296,2025-08-30,47483.03,52231.33,USD,47483.03,4748.3,1566.94,,522.31,,0,0.09090903869382616
Abaco Technologies,CLIAB001435,"EMPRESA EJEMPLO 436, S.A. DE C.V.","PAGADOR EJEMPLO 436, S.A. DE C.V.",DSB2891-682,2025-02-11,16789.73,18468.7,USD,16789.73,1678.97,554.06,,184.69,,0,0.09090894323910192
Abaco Technologies,CLIAB001436,"EMPRESA EJEMPLO 437, S.A. DE C.V.","PAGADOR EJEMPLO 437, S.A. DE C.V.",DSB2227-110,2025-10-27,68828.3,75711.13,USD,68828.3,6882.83,2271.33,,757.11,,0,0.09090909090909094
Abaco Financial,CLIAB001437,"EMPRESA EJEMPLO 438, S.A. DE C.V.","PAGADOR EJEMPLO 438, S.A. DE C.V.",DSB7375-518,2025-09-02,36331.71,39964.88,USD,36331.71,3633.17,1198.95,,399.65,,0,0.09090906816184607
Abaco Financial,CLIAB001438,"EMPRESA EJEMPLO 439, S.A. DE C.V.","PAGADOR EJEMPLO 439, S.A. DE C.V.",DSB1349-476,2025-10-06,33347.51,36682.26,USD,33347.51,3334.75,1100.47,,366.82,,0,0.09090906612624194
Abaco Technologies,CLIAB001439,"EMPRESA EJEMPLO 440, S.A. DE C.V.","PAGADOR EJEMPLO 440, S.A. DE C.V.",DSB1427-007,2025-11-15,83058.26,91364.09,USD,83058.26,8305.83,2740.92,,913.64,,0,0.09090913070988837
Abaco Technologies,CLIAB001440,"EMPRESA EJEMPLO 441, S.A. DE C.V.","PAGADOR EJEMPLO 441, S.A. DE C.V.",DSB3209-393,2025-12-03,42037.09,46240.8,USD,42037.09,4203.71,1387.22,,462.41,,0,0.0909091105690214
Abaco Technologies,CLIAB001441,"EMPRESA EJEMPLO 442, S.A. DE C.V.","PAGADOR EJEMPLO 442, S.A. DE C.V.",DSB3584-836,2025-02-27,49448.27,54393.1,USD,49448.27,4944.83,1631.79,,543.93,,0,0.0909091410491405
Abaco Financial,CLIAB001442,"EMPRESA EJEMPLO 443, S.A. DE C.V.","PAGADOR EJEMPLO 443, S.A. DE C.V.",DSB4611-392,2025-11-27,54595.59,60055.15,USD,54595.59,5459.56,1801.65,,600.55,,0,0.09090910604669211
Abaco Financial,CLIAB001443,"EMPRESA EJEMPLO 444, S.A. DE C.V.","PAGADOR EJEMPLO 444, S.A. DE C.V.",DSB7232-670,2025-12-02,58632.24,64495.46,USD,58632.24,5863.22,1934.86,,644.95,,0,0.09090903452739152
Abaco Technologies,CLIAB001444,"EMPRESA EJEMPLO 445, S.A. DE C.V.","PAGADOR EJEMPLO 445, S.A. DE C.V.",DSB1172-091,2025-09-13,98638.42,108502.26,USD,98638.42,9863.84,3255.07,,1085.02,,0,0.09090907415200378
Abaco Technologies,CLIAB001445,"EMPRESA EJEMPLO 446, S.A. DE C.V.","PAGADOR EJEMPLO 446, S.A. DE C.V.",DSB5499-539,2025-04-12,21163.05,23279.35,USD,21163.05,2116.31,698.38,,232.79,,0,0.09090889565215521
Abaco Technologies,CLIAB001446,"EMPRESA EJEMPLO 447, S.A. DE C.V.","PAGADOR EJEMPLO 447, S.A. DE C.V.",DSB4321-719,2025-01-20,50074.67,55082.14,USD,50074.67,5007.47,1652.46,,550.82,,0,0.09090914042192266
Abaco Technologies,CLIAB001447,"EMPRESA EJEMPLO 448, S.A. DE C.V.","PAGADOR EJEMPLO 448, S.A. DE C.V.",DSB6350-024,2025-03-07,68210.87,75031.96,USD,68210.87,6821.09,2250.96,,750.32,,0,0.09090912725723821
Abaco Technologies,CLIAB001448,"EMPRESA EJEMPLO 449, S.A. DE C.V.","PAGADOR EJEMPLO 449, S.A. DE C.V.",DSB2343-817,2025-06-19,41403.79,45544.17,USD,41403.79,4140.38,1366.33,,455.44,,0,0.09090911086973363
Abaco Financial,CLIAB001449,"EMPRESA EJEMPLO 450, S.A. DE C.V.","PAGADOR EJEMPLO 450, S.A. DE C.V.",DSB3875-086,2025-01-18,75511.19,83062.31,USD,75511.19,7551.12,2491.87,,830.62,,0,0.09090910185377699
Abaco Technologies,CLIAB001450,"EMPRESA EJEMPLO 451, S.A. DE C.V.","PAGADOR EJEMPLO 451, S.A. DE C.V.",DSB3842-464,2025-07-23,51545.62,56700.18,USD,51545.62,5154.56,1701.01,,567.0,,0,0.0909090588424939
Abaco Financial,CLIAB001451,"EMPRESA EJEMPLO 452, S.A. DE C.V.","PAGADOR EJEMPLO 452, S.A. DE C.V.",DSB5415-471,2025-11-20,2535.32,2788.85,USD,2535.32,253.53,83.67,,27.89,,0,0.09090843896229617
Abaco Financial,CLIAB001452,"EMPRESA EJEMPLO 453, S.A. DE C.V.","PAGADOR EJEMPLO 453, S.A. DE C.V.",DSB3596-569,2026-03-01,55012.93,60514.22,USD,55012.93,5501.29,1815.43,,605.14,,0,0.09090904584079573
Abaco Technologies,CLIAB001453,"EMPRESA EJEMPLO 454, S.A. DE C.V.","PAGADOR EJEMPLO 454, S.A. DE C.V.",DSB5186-275,2025-05-15,5240.92,5765.01,USD,5240.92,524.09,172.95,,57.65,,0,0.09090877552684218
Abaco Financial,CLIAB001454,"EMPRESA EJEMPLO 455, S.A. DE C.V.","PAGADOR EJEMPLO 455, S.A. DE C.V.",DSB3509-482,2025-05-30,5486.61,6035.27,USD,5486.61,548.66,181.06,,60.35,,0,0.09090894027939111
Abaco Financial,CLIAB001455,"EMPRESA EJEMPLO 456, S.A. DE C.V.","PAGADOR EJEMPLO 456, S.A. DE C.V.",DSB5676-314,2025-01-25,63566.88,69923.57,USD,63566.88,6356.69,2097.71,,699.24,,0,0.09090911691150794
Abaco Financial,CLIAB001456,"EMPRESA EJEMPLO 457, S.A. DE C.V.","PAGADOR EJEMPLO 457, S.A. DE C.V.",DSB8008-069,2025-05-19,52586.25,57844.88,USD,52586.25,5258.63,1735.35,,578.45,,0,0.09090916948915784
Abaco Technologies,CLIAB001457,"EMPRESA EJEMPLO 458, S.A. DE C.V.","PAGADOR EJEMPLO 458, S.A. DE C.V.",DSB4123-203,2025-12-10,39275.4,43202.94,USD,39275.4,3927.54,1296.09,,432.03,,0,0.09090909090909094
Abaco Financial,CLIAB001458,"EMPRESA EJEMPLO 459, S.A. DE C.V.","PAGADOR EJEMPLO 459, S.A. DE C.V.",DSB3905-385,2024-12-09,43883.15,48271.47,USD,43883.15,4388.32,1448.14,,482.71,,0,0.09090918507350199
Abaco Technologies,CLIAB001459,"EMPRESA EJEMPLO 460, S.A. DE C.V.","PAGADOR EJEMPLO 460, S.A. DE C.V.",DSB1861-478,2025-03-22,39234.99,43158.49,USD,39234.99,3923.5,1294.75,,431.58,,0,0.09090911197310192
Abaco Financial,CLIAB001460,"EMPRESA EJEMPLO 461, S.A. DE C.V.","PAGADOR EJEMPLO 461, S.A. DE C.V.",DSB4447-427,2025-05-25,74829.58,82312.54,USD,74829.58,7482.96,2469.38,,823.13,,0,0.09090911299784932
Abaco Technologies,CLIAB001461,"EMPRESA EJEMPLO 462, S.A. DE C.V.","PAGADOR EJEMPLO 462, S.A. DE C.V.",DSB2254-610,2025-06-14,43677.6,48045.36,USD,43677.6,4367.76,1441.36,,480.45,,0,0.09090909090909094
Abaco Technologies,CLIAB001462,"EMPRESA EJEMPLO 463, S.A. DE C.V.","PAGADOR EJEMPLO 463, S.A. DE C.V.",DSB9920-884,2025-05-05,19901.73,21891.9,USD,19901.73,1990.17,656.76,,218.92,,0,0.09090896633001255
Abaco Financial,CLIAB001463,"EMPRESA EJEMPLO 464, S.A. DE C.V.","PAGADOR EJEMPLO 464, S.A. DE C.V.",DSB7252-801,2025-10-03,76324.28,83956.71,USD,76324.28,7632.43,2518.7,,839.57,,0,0.09090911256527334
Abaco Technologies,CLIAB001464,"EMPRESA EJEMPLO 465, S.A. DE C.V.","PAGADOR EJEMPLO 465, S.A. DE C.V.",DSB8544-577,2025-08-26,26698.07,29367.88,USD,26698.07,2669.81,881.04,,293.68,,0,0.09090918377492696
Abaco Financial,CLIAB001465,"EMPRESA EJEMPLO 466, S.A. DE C.V.","PAGADOR EJEMPLO 466, S.A. DE C.V.",DSB9088-303,2025-11-26,43469.51,47816.46,USD,43469.51,4346.95,1434.49,,478.16,,0,0.09090907189699937
Abaco Technologies,CLIAB001466,"EMPRESA EJEMPLO 467, S.A. DE C.V.","PAGADOR EJEMPLO 467, S.A. DE C.V.",DSB7819-274,2025-08-24,75052.47,82557.72,USD,75052.47,7505.25,2476.73,,825.58,,0,0.09090912394382988
Abaco Technologies,CLIAB001467,"EMPRESA EJEMPLO 468, S.A. DE C.V.","PAGADOR EJEMPLO 468, S.A. DE C.V.",DSB8819-530,2025-09-18,80859.84,88945.82,USD,80859.84,8085.98,2668.37,,889.46,,0,0.09090905002618455
Abaco Financial,CLIAB001468,"EMPRESA EJEMPLO 469, S.A. DE C.V.","PAGADOR EJEMPLO 469, S.A. DE C.V.",DSB1690-237,2025-11-05,85068.72,93575.59,USD,85068.72,8506.87,2807.27,,935.76,,0,0.09090907147900429
Abaco Financial,CLIAB001469,"EMPRESA EJEMPLO 470, S.A. DE C.V.","PAGADOR EJEMPLO 470, S.A. DE C.V.",DSB4634-541,2025-07-14,62750.57,69025.63,USD,62750.57,6275.06,2070.77,,690.26,,0,0.09090913042010629
Abaco Financial,CLIAB001470,"EMPRESA EJEMPLO 471, S.A. DE C.V.","PAGADOR EJEMPLO 471, S.A. DE C.V.",DSB7148-067,2025-08-01,40831.16,44914.28,USD,40831.16,4083.12,1347.43,,449.14,,0,0.0909091718713958
Abaco Financial,CLIAB001471,"EMPRESA EJEMPLO 472, S.A. DE C.V.","PAGADOR EJEMPLO 472, S.A. DE C.V.",DSB6386-513,2025-03-31,23658.67,26024.54,USD,23658.67,2365.87,780.74,,260.25,,0,0.09090919570528444
Abaco Financial,CLIAB001472,"EMPRESA EJEMPLO 473, S.A. DE C.V.","PAGADOR EJEMPLO 473, S.A. DE C.V.",DSB2104-095,2025-10-09,99567.48,109524.23,USD,99567.48,9956.75,3285.73,,1095.24,,0,0.09090910750981773
Abaco Technologies,CLIAB001473,"EMPRESA EJEMPLO 474, S.A. DE C.V.","PAGADOR EJEMPLO 474, S.A. DE C.V.",DSB2244-343,2025-02-15,46021.67,50623.84,USD,46021.67,4602.17,1518.72,,506.24,,0,0.09090914478237921
Abaco Financial,CLIAB001474,"EMPRESA EJEMPLO 475, S.A. DE C.V.","PAGADOR EJEMPLO 475, S.A. DE C.V.",DSB6196-083,2024-12-04,70016.44,77018.08,USD,70016.44,7001.64,2310.54,,770.18,,0,0.09090904369467534
Abaco Technologies,CLIAB001475,"EMPRESA EJEMPLO 476, S.A. DE C.V.","PAGADOR EJEMPLO 476, S.A. DE C.V.",DSB1987-079,2025-11-01,70808.78,77889.66,USD,70808.78,7080.88,2336.69,,778.9,,0,0.09090911425213566
Abaco Financial,CLIAB001476,"EMPRESA EJEMPLO 477, S.A. DE C.V.","PAGADOR EJEMPLO 477, S.A. DE C.V.",DSB8811-423,2025-10-04,70264.32,77290.75,USD,70264.32,7026.43,2318.72,,772.91,,0,0.09090906738516569
Abaco Financial,CLIAB001477,"EMPRESA EJEMPLO 478, S.A. DE C.V.","PAGADOR EJEMPLO 478, S.A. DE C.V.",DSB7999-877,2025-07-08,58865.48,64752.03,USD,58865.48,5886.55,1942.56,,647.52,,0,0.09090911898823861
Abaco Financial,CLIAB001478,"EMPRESA EJEMPLO 479, S.A. DE C.V.","PAGADOR EJEMPLO 479, S.A. DE C.V.",DSB7917-402,2026-01-04,70561.38,77617.52,USD,70561.38,7056.14,2328.53,,776.18,,0,0.0909091143339803
Abaco Technologies,CLIAB001479,"EMPRESA EJEMPLO 480, S.A. DE C.V.","PAGADOR EJEMPLO 480, S.A. DE C.V.",DSB2134-032,2025-07-18,21911.95,24103.15,USD,21911.95,2191.2,723.09,,241.03,,0,0.09090927949251448
Abaco Financial,CLIAB001480,"EMPRESA EJEMPLO 481, S.A. DE C.V.","PAGADOR EJEMPLO 481, S.A. DE C.V.",DSB5339-970,2025-01-17,99726.55,109699.21,USD,99726.55,9972.66,3290.98,,1096.99,,0,0.09090913234470877
Abaco Technologies,CLIAB001481,"EMPRESA EJEMPLO 482, S.A. DE C.V.","PAGADOR EJEMPLO 482, S.A. DE C.V.",DSB4436-688,2025-01-02,34192.63,37611.89,USD,34192.63,3419.26,1128.36,,376.12,,0,0.09090901839817145
Abaco Financial,CLIAB001482,"EMPRESA EJEMPLO 483, S.A. DE C.V.","PAGADOR EJEMPLO 483, S.A. DE C.V.",DSB4630-069,2025-03-07,39174.16,43091.58,USD,39174.16,3917.42,1292.75,,430.92,,0,0.09090917529596265
Abaco Technologies,CLIAB001483,"EMPRESA EJEMPLO 484, S.A. DE C.V.","PAGADOR EJEMPLO 484, S.A. DE C.V.",DSB5518-445,2025-08-19,17581.62,19339.78,USD,17581.62,1758.16,580.19,,193.4,,0,0.09090899689655207
Abaco Financial,CLIAB001484,"EMPRESA EJEMPLO 485, S.A. DE C.V.","PAGADOR EJEMPLO 485, S.A. DE C.V.",DSB1023-180,2025-08-22,80031.03,88034.13,USD,80031.03,8003.1,2641.02,,880.34,,0,0.0909090599293706
Abaco Financial,CLIAB001485,"EMPRESA EJEMPLO 486, S.A. DE C.V.","PAGADOR EJEMPLO 486, S.A. DE C.V.",DSB4659-334,2025-03-26,30945.42,34039.96,USD,30945.42,3094.54,1021.2,,340.4,,0,0.09090903749593127
Abaco Technologies,CLIAB001486,"EMPRESA EJEMPLO 487, S.A. DE C.V.","PAGADOR EJEMPLO 487, S.A. DE C.V.",DSB6423-492,2026-01-16,9190.95,10110.05,USD,9190.95,919.1,303.3,,101.1,,0,0.0909095405067234
Abaco Financial,CLIAB001487,"EMPRESA EJEMPLO 488, S.A. DE C.V.","PAGADOR EJEMPLO 488, S.A. DE C.V.",DSB7390-957,2025-01-21,31857.29,35043.02,USD,31857.29,3185.73,1051.29,,350.43,,0,0.09090911685123015
Abaco Financial,CLIAB001488,"EMPRESA EJEMPLO 489, S.A. DE C.V.","PAGADOR EJEMPLO 489, S.A. DE C.V.",DSB6451-612,2026-02-26,71803.46,78983.81,USD,71803.46,7180.35,2369.51,,789.84,,0,0.09090913694844538
Abaco Technologies,CLIAB001489,"EMPRESA EJEMPLO 490, S.A. DE C.V.","PAGADOR EJEMPLO 490, S.A. DE C.V.",DSB6549-367,2025-10-16,66755.97,73431.57,USD,66755.97,6675.6,2202.95,,734.32,,0,0.09090912804942075
Abaco Financial,CLIAB001490,"EMPRESA EJEMPLO 491, S.A. DE C.V.","PAGADOR EJEMPLO 491, S.A. DE C.V.",DSB3423-234,2025-06-22,20321.49,22353.64,USD,20321.49,2032.15,670.61,,223.54,,0,0.09090913157767588
Abaco Technologies,CLIAB001491,"EMPRESA EJEMPLO 492, S.A. DE C.V.","PAGADOR EJEMPLO 492, S.A. DE C.V.",DSB5829-150,2025-05-08,86119.67,94731.64,USD,86119.67,8611.97,2841.95,,947.32,,0,0.09090911969855053
Abaco Technologies,CLIAB001492,"EMPRESA EJEMPLO 493, S.A. DE C.V.","PAGADOR EJEMPLO 493, S.A. DE C.V.",DSB1224-618,2025-03-09,95193.04,104712.34,USD,95193.04,9519.3,3141.37,,1047.12,,0,0.09090905618191714
Abaco Financial,CLIAB001493,"EMPRESA EJEMPLO 494, S.A. DE C.V.","PAGADOR EJEMPLO 494, S.A. DE C.V.",DSB3653-820,2025-02-28,55713.56,61284.92,USD,55713.56,5571.36,1838.55,,612.85,,0,0.09090915024446466
Abaco Financial,CLIAB001494,"EMPRESA EJEMPLO 495, S.A. DE C.V.","PAGADOR EJEMPLO 495, S.A. DE C.V.",DSB4072-384,2025-07-13,41249.12,45374.03,USD,41249.12,4124.91,1361.22,,453.74,,0,0.09090905083811152
Abaco Technologies,CLIAB001495,"EMPRESA EJEMPLO 496, S.A. DE C.V.","PAGADOR EJEMPLO 496, S.A. DE C.V.",DSB3274-451,2025-05-04,89504.54,98454.99,USD,89504.54,8950.45,2953.65,,984.55,,0,0.09090905397481641
Abaco Technologies,CLIAB001496,"EMPRESA EJEMPLO 497, S.A. DE C.V.","PAGADOR EJEMPLO 497, S.A. DE C.V.",DSB3842-440,2025-10-12,22602.55,24862.81,USD,22602.55,2260.26,745.88,,248.63,,0,0.09090927373052371
Abaco Financial,CLIAB001497,"EMPRESA EJEMPLO 498, S.A. DE C.V.","PAGADOR EJEMPLO 498, S.A. DE C.V.",DSB6146-206,2025-09-23,63105.56,69416.12,USD,63105.56,6310.56,2082.48,,694.16,,0,0.09090914329409361
Abaco Financial,CLIAB001498,"EMPRESA EJEMPLO 499, S.A. DE C.V.","PAGADOR EJEMPLO 499, S.A. DE C.V.",DSB5951-064,2025-02-17,92153.23,101368.55,USD,92153.23,9215.32,3041.06,,1013.69,,0,0.09090906400456555
Abaco Financial,CLIAB001499,"EMPRESA EJEMPLO 500, S.A. DE C.V.","PAGADOR EJEMPLO 500, S.A. DE C.V.",DSB2460-312,2025-11-21,47163.64,51880.0,USD,47163.64,4716.36,1556.4,,518.8,,0,0.09090902081727059
