Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Loan Status,Outstanding Loan Value,Pledge To,Pledge Date,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Technologies,CLIAB001323,"EMPRESA EJEMPLO 324, S.A. DE C.V.","PAGADOR EJEMPLO 324, S.A. DE C.V.",DSB9415-810,DSB9415-810,factoring,2025-06-04,9354.85,8044.28,241.33,31.37,USD,0.1808,30,days,bullet,0,Current,7640.32,,,,,,,,,current,0.10252,0.8599047552873642
Abaco Technologies,CLIAB001324,"EMPRESA EJEMPLO 325, S.A. DE C.V.","PAGADOR EJEMPLO 325, S.A. DE C.V.",DSB9724-390,DSB9724-390,factoring,2025-05-27,7671.07,6582.61,197.48,25.67,USD,0.2575,90,days,bullet,0,Current,6610.49,,,,,,,,,current,0.12960000000000002,0.8581084516240889
Abaco Financial,CLIAB001325,"EMPRESA EJEMPLO 326, S.A. DE C.V.","PAGADOR EJEMPLO 326, S.A. DE C.V.",DSB9158-593,DSB9158-593,factoring,2025-02-07,59438.27,49568.06,1487.04,193.32,USD,0.3556,120,days,bullet,0,Complete,5876.88,,,,,,,,,current,0.16684000000000002,0.8339418357903081
Abaco Technologies,CLIAB001326,"EMPRESA EJEMPLO 327, S.A. DE C.V.","PAGADOR EJEMPLO 327, S.A. DE C.V.",DSB1564-118,DSB1564-118,factoring,2025-03-29,89075.55,71424.92,2142.75,278.56,USD,0.3003,120,days,bullet,0,Current,45578.3,,,,,,,,,current,0.20452,0.8018465224183291
Abaco Technologies,CLIAB001327,"EMPRESA EJEMPLO 328, S.A. DE C.V.","PAGADOR EJEMPLO 328, S.A. DE C.V.",DSB9408-953,DSB9408-953,factoring,2025-03-05,17397.21,15602.88,468.09,60.85,USD,0.3725,30,days,bullet,5,Current,8998.52,,,,,,,,,early_delinquent,0.1923111111111111,0.8968610484094863
Abaco Technologies,CLIAB001328,"EMPRESA EJEMPLO 329, S.A. DE C.V.","PAGADOR EJEMPLO 329, S.A. DE C.V.",DSB2707-529,DSB2707-529,factoring,2025-01-14,38512.12,30848.46,925.45,120.31,USD,0.1679,90,days,bullet,0,Current,23329.84,,,,,,,,,current,0.12656,0.8010065402787485
Abaco Financial,CLIAB001329,"EMPRESA EJEMPLO 330, S.A. DE C.V.","PAGADOR EJEMPLO 330, S.A. DE C.V.",DSB2714-874,DSB2714-874,factoring,2025-09-20,37094.78,30888.22,926.65,120.46,USD,0.2899,120,days,bullet,0,Default,8475.67,,,,,,,,,current,0.44716,0.8326837360944047
Abaco Technologies,CLIAB001330,"EMPRESA EJEMPLO 331, S.A. DE C.V.","PAGADOR EJEMPLO 331, S.A. DE C.V.",DSB4271-847,DSB4271-847,factoring,2025-06-09,97767.76,86014.79,2580.44,335.46,USD,0.2461,90,days,bullet,0,Complete,40490.54,,,,,,,,,current,0.17904000000000003,0.8797868540713216
Abaco Technologies,CLIAB001331,"EMPRESA EJEMPLO 332, S.A. DE C.V.","PAGADOR EJEMPLO 332, S.A. DE C.V.",DSB3301-813,DSB3301-813,factoring,2025-05-23,40147.99,34004.58,1020.14,132.62,USD,0.2646,60,days,bullet,3,Current,38378.22,,,,,,,,,early_delinquent,0.19190666666666667,0.8469808824800446
Abaco Financial,CLIAB001332,"EMPRESA EJEMPLO 333, S.A. DE C.V.","PAGADOR EJEMPLO 333, S.A. DE C.V.",DSB4055-180,DSB4055-180,factoring,2025-05-29,32082.71,29941.52,898.25,116.77,USD,0.3987,30,days,bullet,30,Current,30835.83,,,,,,,,,early_delinquent,0.29534666666666665,0.9332603137328487
Abaco Financial,CLIAB001333,"EMPRESA EJEMPLO 334, S.A. DE C.V.","PAGADOR EJEMPLO 334, S.A. DE C.V.",DSB5728-241,DSB5728-241,factoring,2025-03-31,39558.71,33934.52,1018.04,132.34,USD,0.3434,180,days,bullet,0,Current,21429.14,,,,,,,,,current,0.19376000000000002,0.8578267592649002
Abaco Technologies,CLIAB001334,"EMPRESA EJEMPLO 335, S.A. DE C.V.","PAGADOR EJEMPLO 335, S.A. DE C.V.",DSB4981-786,DSB4981-786,factoring,2024-11-05,76428.28,70699.79,2120.99,275.73,USD,0.239,60,days,bullet,0,Current,4405.91,,,,,,,,,current,0.115,0.9250475085923692
Abaco Financial,CLIAB001335,"EMPRESA EJEMPLO 336, S.A. DE C.V.","PAGADOR EJEMPLO 336, S.A. DE C.V.",DSB7603-379,DSB7603-379,factoring,2025-03-21,34902.35,29336.72,880.1,114.41,USD,0.3577,120,days,bullet,0,Current,4858.29,,,,,,,,,current,0.16448000000000002,0.8405370985048285
Abaco Technologies,CLIAB001336,"EMPRESA EJEMPLO 337, S.A. DE C.V.","PAGADOR EJEMPLO 337, S.A. DE C.V.",DSB3851-066,DSB3851-066,factoring,2025-02-06,44960.33,40191.62,1205.75,156.75,USD,0.2018,180,days,bullet,60,Complete,28028.54,,,,,,,,,moderate_delinquent,0.27865333333333336,0.8939351646217899
Abaco Technologies,CLIAB001337,"EMPRESA EJEMPLO 338, S.A. DE C.V.","PAGADOR EJEMPLO 338, S.A. DE C.V.",DSB1710-228,DSB1710-228,factoring,2025-02-26,57368.36,51235.63,1537.07,199.82,USD,0.3327,120,days,bullet,1,Complete,52029.82,,,,,,,,,early_delinquent,0.22450222222222221,0.8930990880687543
Abaco Financial,CLIAB001338,"EMPRESA EJEMPLO 339, S.A. DE C.V.","PAGADOR EJEMPLO 339, S.A. DE C.V.",DSB9919-399,DSB9919-399,factoring,2025-01-28,14104.87,12538.55,376.16,48.9,USD,0.3305,180,days,bullet,0,Current,10520.26,,,,,,,,,current,0.16720000000000002,0.8889518301125781
Abaco Financial,CLIAB001339,"EMPRESA EJEMPLO 340, S.A. DE C.V.","PAGADOR EJEMPLO 340, S.A. DE C.V.",DSB6038-192,DSB6038-192,factoring,2025-02-19,55382.93,44786.02,1343.58,174.67,USD,0.2189,60,days,bullet,5,Current,25624.33,,,,,,,,,early_delinquent,0.16027111111111114,0.8086610802281496
Abaco Financial,CLIAB001340,"EMPRESA EJEMPLO 341, S.A. DE C.V.","PAGADOR EJEMPLO 341, S.A. DE C.V.",DSB6650-792,DSB6650-792,factoring,2025-01-03,98117.75,85608.83,2568.26,333.87,USD,0.273,60,days,bullet,0,Current,55212.01,,,,,,,,,current,0.19940000000000002,0.8725111409505416
Abaco Financial,CLIAB001341,"EMPRESA EJEMPLO 342, S.A. DE C.V.","PAGADOR EJEMPLO 342, S.A. DE C.V.",DSB3361-973,DSB3361-973,factoring,2025-03-24,44681.15,39804.79,1194.14,155.24,USD,0.2731,60,days,bullet,0,Complete,20373.68,,,,,,,,,current,0.16424,0.8908631492251207
Abaco Technologies,CLIAB001342,"EMPRESA EJEMPLO 343, S.A. DE C.V.","PAGADOR EJEMPLO 343, S.A. DE C.V.",DSB4604-858,DSB4604-858,factoring,2025-01-15,44902.13,39977.15,1199.31,155.91,USD,0.2934,180,days,bullet,0,Default,2670.4,,,,,,,,,current,0.42956,0.8903174526464558
Abaco Technologies,CLIAB001343,"EMPRESA EJEMPLO 344, S.A. DE C.V.","PAGADOR EJEMPLO 344, S.A. DE C.V.",DSB5719-962,DSB5719-962,factoring,2025-05-07,1313.62,1177.04,35.31,4.59,USD,0.3733,90,days,bullet,0,Current,40.45,,,,,,,,,current,0.14992,0.8960277705881458
Abaco Technologies,CLIAB001344,"EMPRESA EJEMPLO 345, S.A. DE C.V.","PAGADOR EJEMPLO 345, S.A. DE C.V.",DSB1993-469,DSB1993-469,factoring,2025-05-29,97181.77,80963.28,2428.9,315.76,USD,0.1548,180,days,bullet,0,Complete,51236.77,,,,,,,,,current,0.14992,0.8331118068748902
Abaco Financial,CLIAB001345,"EMPRESA EJEMPLO 346, S.A. DE C.V.","PAGADOR EJEMPLO 346, S.A. DE C.V.",DSB4927-899,DSB4927-899,factoring,2025-02-20,63621.87,57047.85,1711.44,222.49,USD,0.3511,90,days,bullet,0,Default,563.9,,,,,,,,,current,0.44304,0.896670437382617
Abaco Technologies,CLIAB001346,"EMPRESA EJEMPLO 347, S.A. DE C.V.","PAGADOR EJEMPLO 347, S.A. DE C.V.",DSB3043-089,DSB3043-089,factoring,2024-12-13,99784.26,89957.83,2698.73,350.84,USD,0.1725,90,days,bullet,0,Complete,73887.87,,,,,,,,,current,0.1666,0.901523246251463
Abaco Technologies,CLIAB001347,"EMPRESA EJEMPLO 348, S.A. DE C.V.","PAGADOR EJEMPLO 348, S.A. DE C.V.",DSB7559-326,DSB7559-326,factoring,2024-12-13,15142.18,13825.02,414.75,53.92,USD,0.3555,30,days,bullet,0,Complete,9291.3,,,,,,,,,current,0.1746,0.9130138460908535
Abaco Financial,CLIAB001348,"EMPRESA EJEMPLO 349, S.A. DE C.V.","PAGADOR EJEMPLO 349, S.A. DE C.V.",DSB1645-298,DSB1645-298,factoring,2025-07-26,9771.87,8532.25,255.97,33.28,USD,0.2201,120,days,bullet,0,Current,3408.63,,,,,,,,,current,0.10424000000000001,0.8731440348674306
Abaco Technologies,CLIAB001349,"EMPRESA EJEMPLO 350, S.A. DE C.V.","PAGADOR EJEMPLO 350, S.A. DE C.V.",DSB7678-468,DSB7678-468,factoring,2025-05-20,11988.81,11044.52,331.34,43.07,USD,0.3244,180,days,bullet,10,Current,3591.44,,,,,,,,,early_delinquent,0.16858222222222224,0.9212357189746105
Abaco Financial,CLIAB001350,"EMPRESA EJEMPLO 351, S.A. DE C.V.","PAGADOR EJEMPLO 351, S.A. DE C.V.",DSB4640-088,DSB4640-088,factoring,2025-07-16,8609.35,7533.98,226.02,29.38,USD,0.2106,120,days,bullet,0,Complete,5741.18,,,,,,,,,current,0.10844000000000001,0.8750927770389169
Abaco Technologies,CLIAB001351,"EMPRESA EJEMPLO 352, S.A. DE C.V.","PAGADOR EJEMPLO 352, S.A. DE C.V.",DSB9205-358,DSB9205-358,factoring,2025-03-06,21900.13,20356.4,610.69,79.39,USD,0.3509,90,days,bullet,0,Current,18444.97,,,,,,,,,current,0.19276000000000001,0.9295104640931355
Abaco Technologies,CLIAB001352,"EMPRESA EJEMPLO 353, S.A. DE C.V.","PAGADOR EJEMPLO 353, S.A. DE C.V.",DSB5698-085,DSB5698-085,factoring,2025-01-08,55349.06,46099.74,1382.99,179.79,USD,0.3009,180,days,bullet,0,Complete,10396.93,,,,,,,,,current,0.15496000000000001,0.8328911096231806
Abaco Financial,CLIAB001353,"EMPRESA EJEMPLO 354, S.A. DE C.V.","PAGADOR EJEMPLO 354, S.A. DE C.V.",DSB5778-673,DSB5778-673,factoring,2025-03-04,72259.35,67204.09,2016.12,262.1,USD,0.2965,120,days,bullet,0,Current,33468.56,,,,,,,,,current,0.19140000000000001,0.9300400570998769
Abaco Technologies,CLIAB001354,"EMPRESA EJEMPLO 355, S.A. DE C.V.","PAGADOR EJEMPLO 355, S.A. DE C.V.",DSB7338-403,DSB7338-403,factoring,2024-12-03,24230.69,20486.54,614.6,79.9,USD,0.2881,120,days,bullet,0,Complete,6576.44,,,,,,,,,current,0.14164000000000002,0.8454790185504417
Abaco Financial,CLIAB001355,"EMPRESA EJEMPLO 356, S.A. DE C.V.","PAGADOR EJEMPLO 356, S.A. DE C.V.",DSB6983-166,DSB6983-166,factoring,2025-06-12,50172.85,42277.7,1268.33,164.88,USD,0.3559,90,days,bullet,0,Current,5155.17,,,,,,,,,current,0.16476000000000002,0.8426409900972338
Abaco Financial,CLIAB001356,"EMPRESA EJEMPLO 357, S.A. DE C.V.","PAGADOR EJEMPLO 357, S.A. DE C.V.",DSB8068-065,DSB8068-065,factoring,2025-01-02,19714.91,18087.5,542.62,70.54,USD,0.219,30,days,bullet,0,Complete,75.31,,,,,,,,,current,0.08860000000000001,0.9174528313849771
Abaco Technologies,CLIAB001357,"EMPRESA EJEMPLO 358, S.A. DE C.V.","PAGADOR EJEMPLO 358, S.A. DE C.V.",DSB5118-407,DSB5118-407,factoring,2025-09-22,25435.56,23175.25,695.26,90.38,USD,0.3827,30,days,bullet,0,Current,21434.85,,,,,,,,,current,0.20967999999999998,0.9111358271648039
Abaco Technologies,CLIAB001358,"EMPRESA EJEMPLO 359, S.A. DE C.V.","PAGADOR EJEMPLO 359, S.A. DE C.V.",DSB8118-001,DSB8118-001,factoring,2025-02-24,32021.44,29406.57,882.2,114.69,USD,0.3857,90,days,bullet,3,Current,30871.18,,,,,,,,,early_delinquent,0.23054666666666665,0.9183400246834621
Abaco Financial,CLIAB001359,"EMPRESA EJEMPLO 360, S.A. DE C.V.","PAGADOR EJEMPLO 360, S.A. DE C.V.",DSB9765-746,DSB9765-746,factoring,2025-07-22,9839.66,8885.74,266.57,34.65,USD,0.2912,120,days,bullet,0,Complete,42.93,,,,,,,,,current,0.11728000000000001,0.9030535607937673
Abaco Technologies,CLIAB001360,"EMPRESA EJEMPLO 361, S.A. DE C.V.","PAGADOR EJEMPLO 361, S.A. DE C.V.",DSB2534-404,DSB2534-404,factoring,2025-08-30,17528.36,15897.46,476.92,62.0,USD,0.1957,120,days,bullet,0,Current,16546.46,,,,,,,,,current,0.12668000000000001,0.9069564979267882
Abaco Technologies,CLIAB001361,"EMPRESA EJEMPLO 362, S.A. DE C.V.","PAGADOR EJEMPLO 362, S.A. DE C.V.",DSB8312-926,DSB8312-926,factoring,2025-01-28,27627.84,24072.44,722.17,93.88,USD,0.311,60,days,bullet,0,Current,10640.04,,,,,,,,,current,0.16,0.8713109674878673
Abaco Financial,CLIAB001362,"EMPRESA EJEMPLO 363, S.A. DE C.V.","PAGADOR EJEMPLO 363, S.A. DE C.V.",DSB3501-072,DSB3501-072,factoring,2025-02-08,86716.2,75564.07,2266.92,294.7,USD,0.2022,90,days,bullet,0,Current,66560.55,,,,,,,,,current,0.17508,0.8713950795814394
Abaco Technologies,CLIAB001363,"EMPRESA EJEMPLO 364, S.A. DE C.V.","PAGADOR EJEMPLO 364, S.A. DE C.V.",DSB3033-875,DSB3033-875,factoring,2025-05-20,42233.94,38995.74,1169.87,152.08,USD,0.3299,30,days,bullet,0,Current,37172.49,,,,,,,,,current,0.20956000000000002,0.923327068229959
Abaco Technologies,CLIAB001364,"EMPRESA EJEMPLO 365, S.A. DE C.V.","PAGADOR EJEMPLO 365, S.A. DE C.V.",DSB4374-222,DSB4374-222,factoring,2025-03-01,22358.33,20159.88,604.8,78.62,USD,0.159,30,days,bullet,0,Current,16513.8,,,,,,,,,current,0.11180000000000001,0.9016719942857986
Abaco Technologies,CLIAB001365,"EMPRESA EJEMPLO 366, S.A. DE C.V.","PAGADOR EJEMPLO 366, S.A. DE C.V.",DSB5061-351,DSB5061-351,factoring,2025-08-18,32247.11,28916.78,867.5,112.78,USD,0.3205,30,days,bullet,1,Current,11860.03,,,,,,,,,early_delinquent,0.16942222222222222,0.8967246987404452
Abaco Financial,CLIAB001366,"EMPRESA EJEMPLO 367, S.A. DE C.V.","PAGADOR EJEMPLO 367, S.A. DE C.V.",DSB6682-737,DSB6682-737,factoring,2025-09-22,6751.1,5513.81,165.41,21.5,USD,0.286,180,days,bullet,0,Current,6150.72,,,,,,,,,current,0.1396,0.8167276443838782
Abaco Financial,CLIAB001367,"EMPRESA EJEMPLO 368, S.A. DE C.V.","PAGADOR EJEMPLO 368, S.A. DE C.V.",DSB1024-825,DSB1024-825,factoring,2025-03-08,83988.27,76127.59,2283.83,296.9,USD,0.2534,30,days,bullet,0,Current,76098.91,,,,,,,,,current,0.20036,0.9064074066533337
Abaco Technologies,CLIAB001368,"EMPRESA EJEMPLO 369, S.A. DE C.V.","PAGADOR EJEMPLO 369, S.A. DE C.V.",DSB6894-501,DSB6894-501,factoring,2025-03-29,27400.84,24899.93,747.0,97.11,USD,0.3909,120,days,bullet,0,Complete,12465.16,,,,,,,,,current,0.19716000000000003,0.9087287105066852
Abaco Financial,CLIAB001369,"EMPRESA EJEMPLO 370, S.A. DE C.V.","PAGADOR EJEMPLO 370, S.A. DE C.V.",DSB5758-932,DSB5758-932,factoring,2024-12-21,27458.01,22871.72,686.15,89.2,USD,0.394,90,days,bullet,0,Current,10504.89,,,,,,,,,current,0.19240000000000002,0.8329707797469664
Abaco Technologies,CLIAB001370,"EMPRESA EJEMPLO 371, S.A. DE C.V.","PAGADOR EJEMPLO 371, S.A. DE C.V.",DSB1571-130,DSB1571-130,factoring,2025-03-20,37405.63,30944.22,928.33,120.68,USD,0.1544,180,days,bullet,0,Complete,8351.31,,,,,,,,,current,0.09276000000000001,0.8272610299572551
Abaco Financial,CLIAB001371,"EMPRESA EJEMPLO 372, S.A. DE C.V.","PAGADOR EJEMPLO 372, S.A. DE C.V.",DSB6823-366,DSB6823-366,factoring,2025-08-27,64544.14,57160.12,1714.8,222.92,USD,0.225,120,days,bullet,0,Complete,43604.73,,,,,,,,,current,0.1724,0.8855973601941246
Abaco Technologies,CLIAB001372,"EMPRESA EJEMPLO 373, S.A. DE C.V.","PAGADOR EJEMPLO 373, S.A. DE C.V.",DSB9546-919,DSB9546-919,factoring,2024-11-04,55149.36,50983.63,1529.51,198.84,USD,0.3451,180,days,bullet,0,Current,3623.03,,,,,,,,,current,0.15504,0.9244645812752859
Abaco Financial,CLIAB001373,"EMPRESA EJEMPLO 374, S.A. DE C.V.","PAGADOR EJEMPLO 374, S.A. DE C.V.",DSB6934-102,DSB6934-102,factoring,2025-07-23,23595.3,19749.04,592.47,77.02,USD,0.2684,120,days,bullet,0,Current,22599.34,,,,,,,,,current,0.16596,0.8369904175831628
Abaco Financial,CLIAB001374,"EMPRESA EJEMPLO 375, S.A. DE C.V.","PAGADOR EJEMPLO 375, S.A. DE C.V.",DSB5654-388,DSB5654-388,factoring,2025-03-27,94329.71,86573.77,2597.21,337.64,USD,0.3127,90,days,bullet,10,Current,34494.56,,,,,,,,,early_delinquent,0.22110222222222223,0.9177783966472493
Abaco Financial,CLIAB001375,"EMPRESA EJEMPLO 376, S.A. DE C.V.","PAGADOR EJEMPLO 376, S.A. DE C.V.",DSB3133-060,DSB3133-060,factoring,2024-10-17,23312.75,19335.01,580.05,75.41,USD,0.374,30,days,bullet,0,Current,3426.1,,,,,,,,,current,0.166,0.829374912869567
Abaco Technologies,CLIAB001376,"EMPRESA EJEMPLO 377, S.A. DE C.V.","PAGADOR EJEMPLO 377, S.A. DE C.V.",DSB9901-914,DSB9901-914,factoring,2025-03-22,81301.25,72796.59,2183.9,283.91,USD,0.191,90,days,bullet,0,Current,74592.75,,,,,,,,,current,0.17460000000000003,0.8953932442613121
Abaco Technologies,CLIAB001377,"EMPRESA EJEMPLO 378, S.A. DE C.V.","PAGADOR EJEMPLO 378, S.A. DE C.V.",DSB4939-537,DSB4939-537,factoring,2025-03-21,29759.95,25905.98,777.18,101.03,USD,0.1652,60,days,bullet,0,Complete,14799.99,,,,,,,,,current,0.11068000000000001,0.8704981023153601
Abaco Technologies,CLIAB001378,"EMPRESA EJEMPLO 379, S.A. DE C.V.","PAGADOR EJEMPLO 379, S.A. DE C.V.",DSB8272-522,DSB8272-522,factoring,2025-04-15,23794.84,19194.93,575.85,74.86,USD,0.3895,90,days,bullet,0,Current,22583.0,,,,,,,,,current,0.21420000000000003,0.8066845585009187
Abaco Financial,CLIAB001379,"EMPRESA EJEMPLO 380, S.A. DE C.V.","PAGADOR EJEMPLO 380, S.A. DE C.V.",DSB7743-253,DSB7743-253,factoring,2024-11-27,96268.71,85981.08,2579.43,335.33,USD,0.3517,60,days,bullet,0,Current,44148.63,,,,,,,,,current,0.22428,0.8931363056594401
Abaco Financial,CLIAB001380,"EMPRESA EJEMPLO 381, S.A. DE C.V.","PAGADOR EJEMPLO 381, S.A. DE C.V.",DSB9864-825,DSB9864-825,factoring,2025-03-21,56526.57,52546.78,1576.4,204.93,USD,0.2023,90,days,bullet,0,Current,56242.89,,,,,,,,,current,0.17172,0.9295943482861245
Abaco Financial,CLIAB001381,"EMPRESA EJEMPLO 382, S.A. DE C.V.","PAGADOR EJEMPLO 382, S.A. DE C.V.",DSB5367-366,DSB5367-366,factoring,2025-10-08,53196.03,45683.62,1370.51,178.17,USD,0.3902,120,days,bullet,10,Default,37860.83,,,,,,,,,early_delinquent,0.5569022222222222,0.8587787472110231
Abaco Technologies,CLIAB001382,"EMPRESA EJEMPLO 383, S.A. DE C.V.","PAGADOR EJEMPLO 383, S.A. DE C.V.",DSB5088-301,DSB5088-301,factoring,2025-02-23,98133.23,86890.2,2606.71,338.87,USD,0.2647,60,days,bullet,0,Current,61072.55,,,,,,,,,current,0.19848000000000002,0.8854309595230891
Abaco Technologies,CLIAB001383,"EMPRESA EJEMPLO 384, S.A. DE C.V.","PAGADOR EJEMPLO 384, S.A. DE C.V.",DSB2694-039,DSB2694-039,factoring,2025-08-24,98136.61,81307.76,2439.23,317.1,USD,0.333,180,days,bullet,5,Default,51174.28,,,,,,,,,early_delinquent,0.5321111111111111,0.82851608589292
Abaco Technologies,CLIAB001384,"EMPRESA EJEMPLO 385, S.A. DE C.V.","PAGADOR EJEMPLO 385, S.A. DE C.V.",DSB9290-504,DSB9290-504,factoring,2025-09-07,97753.48,89307.24,2679.22,348.3,USD,0.3636,120,days,bullet,0,Current,65162.52,,,,,,,,,current,0.23904,0.9135965287373913
Abaco Financial,CLIAB001385,"EMPRESA EJEMPLO 386, S.A. DE C.V.","PAGADOR EJEMPLO 386, S.A. DE C.V.",DSB4717-895,DSB4717-895,factoring,2025-01-05,17107.27,15135.88,454.08,59.03,USD,0.3638,120,days,bullet,0,Current,6107.8,,,,,,,,,current,0.17052,0.8847630276484792
Abaco Technologies,CLIAB001386,"EMPRESA EJEMPLO 387, S.A. DE C.V.","PAGADOR EJEMPLO 387, S.A. DE C.V.",DSB8871-781,DSB8871-781,factoring,2025-01-30,92693.21,77334.09,2320.02,301.6,USD,0.1615,60,days,bullet,0,Complete,67560.51,,,,,,,,,current,0.1592,0.8343015631889326
Abaco Technologies,CLIAB001387,"EMPRESA EJEMPLO 388, S.A. DE C.V.","PAGADOR EJEMPLO 388, S.A. DE C.V.",DSB9959-894,DSB9959-894,factoring,2025-01-10,10444.53,9027.26,270.82,35.21,USD,0.2507,120,days,bullet,0,Current,3017.27,,,,,,,,,current,0.11467999999999999,0.8643050477139709
Abaco Technologies,CLIAB001388,"EMPRESA EJEMPLO 389, S.A. DE C.V.","PAGADOR EJEMPLO 389, S.A. DE C.V.",DSB2278-108,DSB2278-108,factoring,2025-04-21,40385.83,37879.06,1136.37,147.73,USD,0.2737,30,days,bullet,0,Current,15849.75,,,,,,,,,current,0.15608,0.937929466845178
Abaco Technologies,CLIAB001389,"EMPRESA EJEMPLO 390, S.A. DE C.V.","PAGADOR EJEMPLO 390, S.A. DE C.V.",DSB3754-910,DSB3754-910,factoring,2024-12-03,75672.23,70962.69,2128.88,276.75,USD,0.2611,60,days,bullet,0,Complete,18993.83,,,,,,,,,current,0.15784,0.9377639591168386
Abaco Financial,CLIAB001390,"EMPRESA EJEMPLO 391, S.A. DE C.V.","PAGADOR EJEMPLO 391, S.A. DE C.V.",DSB1379-213,DSB1379-213,factoring,2024-11-07,56843.33,48532.08,1455.96,189.28,USD,0.3618,30,days,bullet,0,Complete,5786.86,,,,,,,,,current,0.16912000000000002,0.8537867151695723
Abaco Technologies,CLIAB001391,"EMPRESA EJEMPLO 392, S.A. DE C.V.","PAGADOR EJEMPLO 392, S.A. DE C.V.",DSB7656-142,DSB7656-142,factoring,2024-10-14,51089.83,42564.37,1276.93,166.0,USD,0.2072,30,days,bullet,0,Complete,14431.79,,,,,,,,,current,0.12668000000000001,0.8331280413342538
Abaco Technologies,CLIAB001392,"EMPRESA EJEMPLO 393, S.A. DE C.V.","PAGADOR EJEMPLO 393, S.A. DE C.V.",DSB9302-073,DSB9302-073,factoring,2024-11-06,95095.46,84372.81,2531.18,329.05,USD,0.2908,180,days,bullet,0,Complete,26864.09,,,,,,,,,current,0.17992000000000002,0.8872433026771204
Abaco Technologies,CLIAB001393,"EMPRESA EJEMPLO 394, S.A. DE C.V.","PAGADOR EJEMPLO 394, S.A. DE C.V.",DSB2263-278,DSB2263-278,factoring,2025-08-20,35951.99,33583.26,1007.5,130.97,USD,0.3615,180,days,bullet,0,Complete,17125.22,,,,,,,,,current,0.19440000000000002,0.9341140782471291
Abaco Technologies,CLIAB001394,"EMPRESA EJEMPLO 395, S.A. DE C.V.","PAGADOR EJEMPLO 395, S.A. DE C.V.",DSB7354-400,DSB7354-400,factoring,2025-01-31,50256.45,41748.13,1252.44,162.82,USD,0.2138,90,days,bullet,0,Current,31965.23,,,,,,,,,current,0.15672,0.8307019298020453
Abaco Technologies,CLIAB001395,"EMPRESA EJEMPLO 396, S.A. DE C.V.","PAGADOR EJEMPLO 396, S.A. DE C.V.",DSB2317-552,DSB2317-552,factoring,2025-05-06,37071.07,31298.6,938.96,122.06,USD,0.2767,90,days,bullet,0,Complete,1766.11,,,,,,,,,current,0.11848,0.8442863936757153
Abaco Financial,CLIAB001396,"EMPRESA EJEMPLO 397, S.A. DE C.V.","PAGADOR EJEMPLO 397, S.A. DE C.V.",DSB6583-936,DSB6583-936,factoring,2025-06-01,72948.17,66826.8,2004.8,260.62,USD,0.3137,90,days,bullet,0,Current,3312.09,,,,,,,,,current,0.14128000000000002,0.916086037524999
Abaco Technologies,CLIAB001397,"EMPRESA EJEMPLO 398, S.A. DE C.V.","PAGADOR EJEMPLO 398, S.A. DE C.V.",DSB6517-904,DSB6517-904,factoring,2025-06-08,29712.89,27919.76,837.59,108.89,USD,0.182,30,days,bullet,0,Current,15525.29,,,,,,,,,current,0.1184,0.9396514442048551
Abaco Technologies,CLIAB001398,"EMPRESA EJEMPLO 399, S.A. DE C.V.","PAGADOR EJEMPLO 399, S.A. DE C.V.",DSB2382-739,DSB2382-739,factoring,2025-06-04,6408.81,6062.49,181.87,23.64,USD,0.2009,180,days,bullet,0,Current,9.45,,,,,,,,,current,0.08056,0.9459618868401465
Abaco Financial,CLIAB001399,"EMPRESA EJEMPLO 400, S.A. DE C.V.","PAGADOR EJEMPLO 400, S.A. DE C.V.",DSB8896-594,DSB8896-594,factoring,2025-01-23,73205.13,69180.82,2075.42,269.81,USD,0.3329,120,days,bullet,0,Complete,30938.63,,,,,,,,,current,0.20316,0.9450269400518789
Abaco Technologies,CLIAB001400,"EMPRESA EJEMPLO 401, S.A. DE C.V.","PAGADOR EJEMPLO 401, S.A. DE C.V.",DSB1479-678,DSB1479-678,factoring,2025-09-07,30990.16,26304.27,789.13,102.59,USD,0.2132,90,days,bullet,0,Current,27951.27,,,,,,,,,current,0.14968,0.848794262436851
Abaco Financial,CLIAB001401,"EMPRESA EJEMPLO 402, S.A. DE C.V.","PAGADOR EJEMPLO 402, S.A. DE C.V.",DSB9530-968,DSB9530-968,factoring,2025-06-28,80862.66,76635.87,2299.08,298.88,USD,0.3406,180,days,bullet,0,Current,33515.12,,,,,,,,,current,0.20923999999999998,0.9477287786476477
Abaco Financial,CLIAB001402,"EMPRESA EJEMPLO 403, S.A. DE C.V.","PAGADOR EJEMPLO 403, S.A. DE C.V.",DSB3232-601,DSB3232-601,factoring,2024-12-31,75629.14,60737.82,1822.13,236.88,USD,0.3452,30,days,bullet,0,Current,36443.22,,,,,,,,,current,0.21428000000000003,0.8031007624838785
Abaco Technologies,CLIAB001403,"EMPRESA EJEMPLO 404, S.A. DE C.V.","PAGADOR EJEMPLO 404, S.A. DE C.V.",DSB9618-507,DSB9618-507,factoring,2024-10-13,36809.32,34688.41,1040.65,135.28,USD,0.3286,180,days,bullet,0,Complete,26079.02,,,,,,,,,current,0.19404,0.9423811686822795
